Price,Date,Close,High,Low,Open,Volume
Ticker,,AAPL,AAPL,AAPL,AAPL,AAPL
22,2021-08-20,144.66488647460938,144.9675098694575,143.28842371499448,143.93272733385453,60549600
23,2021-08-23,146.14877319335938,146.61735100093347,144.37205937525184,144.78206681885666,60131800
24,2021-08-24,146.06089782714844,147.27140659304087,145.60207679709836,145.89494350289067,48606400
25,2021-08-25,144.8308563232422,146.74423897086186,144.28417982272728,146.24636116832204,58991300
26,2021-08-26,144.03033447265625,145.57275146160703,144.00104929973693,144.82107882892396,48597200
27,2021-08-27,145.06515502929688,145.21158091727293,143.33725507209095,143.97178711441077,55802400
28,2021-08-30,149.47763061523438,149.83883931473636,145.07491826892314,145.45564049048158,90956700
29,2021-08-31,148.2183074951172,149.16523456794167,147.69114453920625,149.02856544896787,86453100
30,2021-09-01,148.88214111328125,151.29338682527435,148.71618680019012,149.19453621732464,80313700
31,2021-09-02,149.9950408935547,151.03959539227287,148.7747752992504,150.20980882981786,71115500
32,2021-09-03,150.6295623779297,150.9517142276546,149.44833892893834,150.10239938899159,57808700
33,2021-09-07,152.9626922607422,153.5191254698615,150.71740121777114,151.2836060822293,82278300
34,2021-09-08,151.42030334472656,153.3043860941943,150.31717858511598,153.24581573453693,74420200
35,2021-09-09,150.4050750732422,152.39654212564548,150.2879194378151,151.79129510992104,57305700
36,2021-09-10,145.4263458251953,151.78148246152148,145.16276433644302,151.3129047338198,140893200
37,2021-09-13,145.99256896972656,147.818081410703,145.21159606216116,147.04688016056696,102404300
38,2021-09-14,144.5965576171875,147.4763957492906,143.4153491043727,146.7735217186003,109296300
39,2021-09-15,145.48492431640625,145.8851749521173,142.88819590848047,145.02610332343372,83281300
40,2021-09-16,145.2506561279297,145.4263821295721,143.71801019803328,144.9089906791146,68034100
41,2021-09-17,142.5855712890625,145.27992686740734,142.29270460935308,145.27992686740734,129868800
42,2021-09-20,139.53981018066406,141.39460787991925,137.909537174392,140.37935348466607,123478900
43,2021-09-21,140.01812744140625,141.16030897663776,139.38359538478255,140.5062336067531,75834000
44,2021-09-22,142.3805694580078,142.94675948187773,140.28170408222925,141.01386330488788,76404300
45,2021-09-23,143.33726501464844,143.581318108749,142.1755699033987,143.16153904107028,64838200
46,2021-09-24,143.4251251220703,143.96204492535793,142.09747565204063,142.19510285111807,53477900
47,2021-09-27,141.91195678710938,142.48793328173883,140.39883985731234,142.0095839613355,74150700
48,2021-09-28,138.53431701660156,141.3067568929059,138.31954907870838,139.8424381686271,108972300
49,2021-09-29,139.43238830566406,141.01384728022984,138.65141557774692,139.08095132289213,74602000
50,2021-09-30,138.13406372070312,140.9455603850025,137.91929578685694,140.24268621892764,89056700
51,2021-10-01,139.25668334960938,139.5202648503588,135.80089824481317,138.52452409983053,94639600
52,2021-10-04,135.83021545410156,138.82719517325862,134.98091529074117,138.38788760314102,98322000
53,2021-10-05,137.75331115722656,138.8564357660988,136.04493972017434,136.17185207930245,80861100
54,2021-10-06,138.62217712402344,138.7686030429388,135.07852092806354,136.15236065284557,83221100
